141711,NodeA,-22.76131029035623,150.3776788570208,This will be a future metric,This will be a future decision,NodeB,-22.753076639656975,150.36831754470515,This will be a future metric,This will be a future decision,NodeC,-22.752347493864207,150.36274748580047,This will be a future metric,This will be a future decision,
141778,NodeA,-22.76131029035623,150.3776788570208,This will be a future metric,This will be a future decision,NodeB,-22.753076639656975,150.36831754470515,This will be a future metric,This will be a future decision,NodeC,-22.752347493864207,150.36274748580047,This will be a future metric,This will be a future decision,
141742,NodeA,-22.761052543802595,150.37793713563366,This will be a future metric,This will be a future decision,NodeB,-22.752732532089937,150.36832146810727,This will be a future metric,This will be a future decision,NodeC,-22.75173862333325,150.36292566289916,This will be a future metric,This will be a future decision,
141702,NodeA,-22.761052543802595,150.37793713563366,This will be a future metric,This will be a future decision,NodeB,-22.752732532089937,150.36832146810727,This will be a future metric,This will be a future decision,NodeC,-22.75173862333325,150.36292566289916,This will be a future metric,This will be a future decision,
141760,NodeA,-22.760974467763695,150.3779425019342,This will be a future metric,This will be a future decision,NodeB,-22.752485667710896,150.36914845263416,This will be a future metric,This will be a future decision,NodeC,-22.751247131219596,150.36340279661476,This will be a future metric,This will be a future decision,
141715,NodeA,-22.760766762559772,150.37839261336606,This will be a future metric,This will be a future decision,NodeB,-22.752250904396845,150.3697538534713,This will be a future metric,This will be a future decision,NodeC,-22.751097253296084,150.3641775397498,This will be a future metric,This will be a future decision,
141758,NodeA,-22.760766762559772,150.37839261336606,This will be a future metric,This will be a future decision,NodeB,-22.752250904396845,150.3697538534713,This will be a future metric,This will be a future decision,NodeC,-22.751097253296084,150.3641775397498,This will be a future metric,This will be a future decision,
141713,NodeA,-22.76059765484696,150.3787340275184,This will be a future metric,This will be a future decision,NodeB,-22.752206845595833,150.36980360390626,This will be a future metric,This will be a future decision,NodeC,-22.750416807827193,150.36456521775963,This will be a future metric,This will be a future decision,
141777,NodeA,-22.76059765484696,150.3787340275184,This will be a future metric,This will be a future decision,NodeB,-22.752206845595833,150.36980360390626,This will be a future metric,This will be a future decision,NodeC,-22.750416807827193,150.36456521775963,This will be a future metric,This will be a future decision,
141735,NodeA,-22.760260799694187,150.37935399868448,This will be a future metric,This will be a future decision,NodeB,-22.75204114622212,150.36992308611957,This will be a future metric,This will be a future decision,NodeC,-22.749866470568094,150.36491343612502,This will be a future metric,This will be a future decision,
141783,NodeA,-22.760260799694187,150.37935399868448,This will be a future metric,This will be a future decision,NodeB,-22.75204114622212,150.36992308611957,This will be a future metric,This will be a future decision,NodeC,-22.749866470568094,150.36491343612502,This will be a future metric,This will be a future decision,
141741,NodeA,-22.76015471261049,150.3798195585417,This will be a future metric,This will be a future decision,NodeB,-22.751766036338214,150.37010788038265,This will be a future metric,This will be a future decision,NodeC,-22.749828524894085,150.3658613047554,This will be a future metric,This will be a future decision,
141798,NodeA,-22.76015471261049,150.3798195585417,This will be a future metric,This will be a future decision,NodeB,-22.751766036338214,150.37010788038265,This will be a future metric,This will be a future decision,NodeC,-22.749828524894085,150.3658613047554,This will be a future metric,This will be a future decision,
141751,NodeA,-22.759795849602092,150.37999669992,This will be a future metric,This will be a future decision,NodeB,-22.751625017881075,150.3705470956797,This will be a future metric,This will be a future decision,NodeC,-22.74982753768535,150.36590331830158,This will be a future metric,This will be a future decision,
