160493,NodeA,-22.761903427453777,150.3718028838756,This will be a future metric,This will be a future decision,NodeB,-22.760136693810043,150.36511673725764,This will be a future metric,This will be a future decision,NodeC,-22.755580783141028,150.35520627912967,This will be a future metric,This will be a future decision,
160486,NodeA,-22.761558300585516,150.37210546719427,This will be a future metric,This will be a future decision,NodeB,-22.759711904144147,150.36551533706304,This will be a future metric,This will be a future decision,NodeC,-22.755135209505106,150.35566830339715,This will be a future metric,This will be a future decision,
160484,NodeA,-22.76117800869955,150.37222524306284,This will be a future metric,This will be a future decision,NodeB,-22.75960205417488,150.36573514413956,This will be a future metric,This will be a future decision,NodeC,-22.755091880159725,150.35589035559605,This will be a future metric,This will be a future decision,
160497,NodeA,-22.76097826398456,150.37255248529988,This will be a future metric,This will be a future decision,NodeB,-22.759555926651714,150.36586071559688,This will be a future metric,This will be a future decision,NodeC,-22.75504607117211,150.3560107656615,This will be a future metric,This will be a future decision,
160499,NodeA,-22.7604809122656,150.3730986417364,This will be a future metric,This will be a future decision,NodeB,-22.759552017576937,150.3667367156571,This will be a future metric,This will be a future decision,NodeC,-22.75069404300078,150.34416576135428,This will be a future metric,This will be a future decision,
160404,NodeA,-22.76037999634818,150.3733650305181,This will be a future metric,This will be a future decision,NodeB,-22.758977336516182,150.3673854898113,This will be a future metric,This will be a future decision,NodeC,-22.75036095446375,150.3443236525434,This will be a future metric,This will be a future decision,
160937,NodeA,-22.690095905741668,150.44657862659037,This will be a future metric,This will be a future decision,NodeB,-22.695522206893674,150.43880531971442,This will be a future metric,This will be a future decision,NodeC,-22.686355416734674,150.42114654552756,This will be a future metric,This will be a future decision,
160939,NodeA,-22.689842602730916,150.44704565286156,This will be a future metric,This will be a future decision,NodeB,-22.69527322571949,150.43916782811255,This will be a future metric,This will be a future decision,NodeC,-22.686327711860667,150.4212489764541,This will be a future metric,This will be a future decision,
160939,NodeA,-22.689133606025653,150.44752348277245,This will be a future metric,This will be a future decision,NodeB,-22.69505256163501,150.4393490987549,This will be a future metric,This will be a future decision,NodeC,-22.68580652156312,150.42157125763524,This will be a future metric,This will be a future decision,
160939,NodeA,-22.688496286723172,150.44808852753252,This will be a future metric,This will be a future decision,NodeB,-22.694204203788644,150.43950440969004,This will be a future metric,This will be a future decision,NodeC,-22.685701398117846,150.4220958368801,This will be a future metric,This will be a future decision,
160939,NodeA,-22.688340623944097,150.44896592697796,This will be a future metric,This will be a future decision,NodeB,-22.693807484070376,150.43986805778056,This will be a future metric,This will be a future decision,NodeC,-22.685680498688964,150.42218868541352,This will be a future metric,This will be a future decision,
160940,NodeA,-22.688187672723288,150.4490094619754,This will be a future metric,This will be a future decision,NodeB,-22.69331996189089,150.440022026747,This will be a future metric,This will be a future decision,NodeC,-22.6855413032413,150.4221954128163,This will be a future metric,This will be a future decision,
160939,NodeA,-22.687897118541652,150.44901778456997,This will be a future metric,This will be a future decision,NodeB,-22.69329813842856,150.44005150052067,This will be a future metric,This will be a future decision,NodeC,-22.685364052187303,150.422943144051,This will be a future metric,This will be a future decision,
160937,NodeA,-22.687467331915645,150.44977405210096,This will be a future metric,This will be a future decision,NodeB,-22.693143431798543,150.44037102466328,This will be a future metric,This will be a future decision,NodeC,-22.685006210034228,150.4232879194569,This will be a future metric,This will be a future decision,
160939,NodeA,-22.687411581305625,150.4497864771672,This will be a future metric,This will be a future decision,NodeB,-22.692973416543474,150.44055553263087,This will be a future metric,This will be a future decision,NodeC,-22.68465559578934,150.42367742183342,This will be a future metric,This will be a future decision,
160939,NodeA,-22.687379020020895,150.45022238206417,This will be a future metric,This will be a future decision,NodeB,-22.692890082858636,150.44058501787637,This will be a future metric,This will be a future decision,NodeC,-22.684131705294227,150.42432802502557,This will be a future metric,This will be a future decision,
160938,NodeA,-22.686830665124248,150.45098972050383,This will be a future metric,This will be a future decision,NodeB,-22.69255492423063,150.44066842216483,This will be a future metric,This will be a future decision,NodeC,-22.683549687220875,150.42450765082737,This will be a future metric,This will be a future decision,
160938,NodeA,-22.686627923975625,150.45113437990224,This will be a future metric,This will be a future decision,NodeB,-22.692033283777242,150.44088768892172,This will be a future metric,This will be a future decision,NodeC,-22.683432715944175,150.4246318304244,This will be a future metric,This will be a future decision,
160940,NodeA,-22.68588171631473,150.45115645722305,This will be a future metric,This will be a future decision,NodeB,-22.691658026223287,150.44116304657973,This will be a future metric,This will be a future decision,NodeC,-22.682991178746175,150.42521747015627,This will be a future metric,This will be a future decision,
160941,NodeA,-22.685805005626385,150.45133368072175,This will be a future metric,This will be a future decision,NodeB,-22.691433279421513,150.44130623750598,This will be a future metric,This will be a future decision,NodeC,-22.682990184002744,150.42523339065687,This will be a future metric,This will be a future decision,
160937,NodeA,-22.68560000404488,150.45136742876406,This will be a future metric,This will be a future decision,NodeB,-22.69114147319092,150.44143840089566,This will be a future metric,This will be a future decision,NodeC,-22.682904728230827,150.4253514796963,This will be a future metric,This will be a future decision,
160942,NodeA,-22.68538288403014,150.45178407395642,This will be a future metric,This will be a future decision,NodeB,-22.690359174610702,150.44161233210494,This will be a future metric,This will be a future decision,NodeC,-22.68271766829247,150.42542374002335,This will be a future metric,This will be a future decision,
160940,NodeA,-22.68520675199884,150.45183732400386,This will be a future metric,This will be a future decision,NodeB,-22.69022430553622,150.44187436511336,This will be a future metric,This will be a future decision,NodeC,-22.682347117932355,150.4258129484035,This will be a future metric,This will be a future decision,
160940,NodeA,-22.684652952167855,150.45224271737584,This will be a future metric,This will be a future decision,NodeB,-22.690067096185956,150.44218255443604,This will be a future metric,This will be a future decision,NodeC,-22.682306366673384,150.42594413051418,This will be a future metric,This will be a future decision,
160940,NodeA,-22.684459246883517,150.45281167634144,This will be a future metric,This will be a future decision,NodeB,-22.689957165697997,150.4423290502903,This will be a future metric,This will be a future decision,NodeC,-22.682295081506478,150.42607772036365,This will be a future metric,This will be a future decision,
160940,NodeA,-22.683921683709354,150.45284279044822,This will be a future metric,This will be a future decision,NodeB,-22.68980588603539,150.442426555123,This will be a future metric,This will be a future decision,NodeC,-22.68197688883641,150.42642067016237,This will be a future metric,This will be a future decision,
160940,NodeA,-22.6838876472261,150.4529538025153,This will be a future metric,This will be a future decision,NodeB,-22.689796771797557,150.44243595719286,This will be a future metric,This will be a future decision,NodeC,-22.681696744331585,150.4268359881827,This will be a future metric,This will be a future decision,
160941,NodeA,-22.683778319113785,150.45296513647955,This will be a future metric,This will be a future decision,NodeB,-22.689672690617538,150.44323312467145,This will be a future metric,This will be a future decision,NodeC,-22.681482969097654,150.42758105607868,This will be a future metric,This will be a future decision,
160941,NodeA,-22.68337788242947,150.45324986449023,This will be a future metric,This will be a future decision,NodeB,-22.689654008071013,150.44324753210057,This will be a future metric,This will be a future decision,NodeC,-22.681223052709008,150.42798561075685,This will be a future metric,This will be a future decision,
160941,NodeA,-22.683148232493018,150.45415808961317,This will be a future metric,This will be a future decision,NodeB,-22.68930313246412,150.4435033337721,This will be a future metric,This will be a future decision,NodeC,-22.680884006291407,150.42825150404832,This will be a future metric,This will be a future decision,
160941,NodeA,-22.68259598643725,150.45433393983654,This will be a future metric,This will be a future decision,NodeB,-22.689226221090927,150.44416563218377,This will be a future metric,This will be a future decision,NodeC,-22.680342112379062,150.42835862505876,This will be a future metric,This will be a future decision,
